userId,movieId,label,rating_count,avg_rating,genres,user_activity,genre_overlap,retrieval_score
1,1198,1,200.0,4.2075,Action|Adventure,232,2,-7.404081344604492
1,1206,1,120.0,3.995833333333333,Crime|Drama|Sci-Fi|Thriller,232,4,2.403329610824585
1,1208,1,107.0,4.219626168224299,Action|Drama|War,232,3,-5.041672706604004
1,1210,1,196.0,4.137755102040816,Action|Adventure|Sci-Fi,232,3,5.346607208251953
1,1213,1,126.0,4.25,Crime|Drama,232,2,12.073715209960938
1,1214,1,146.0,3.969178082191781,Horror|Sci-Fi,232,2,-2.9284722805023193
1,1220,1,84.0,3.8095238095238093,Action|Comedy|Musical,232,3,5.94338321685791
1,1222,1,102.0,4.098039215686274,Drama|War,232,2,-4.127568244934082
1,1224,1,19.0,4.0,Action|Drama|Romance|War,232,4,-2.9280858039855957
1,1226,1,6.0,3.5,Drama|Romance,232,2,2.051886558532715
1,1240,1,131.0,3.8969465648854964,Action|Sci-Fi|Thriller,232,3,-2.3186535835266113
1,1256,1,23.0,3.8043478260869565,Comedy|Musical|War,232,3,4.478572845458984
1,1265,1,143.0,3.944055944055944,Comedy|Fantasy|Romance,232,3,-11.126327514648438
1,1270,1,171.0,4.038011695906433,Adventure|Comedy|Sci-Fi,232,3,5.5170722007751465
1,1275,1,48.0,3.7291666666666665,Action|Adventure|Fantasy,232,3,9.049184799194336
1,1278,1,69.0,3.9927536231884058,Comedy|Fantasy,232,2,0.7316381931304932
1,1282,1,53.0,3.7830188679245285,Animation|Children|Fantasy|Musical,232,4,10.648828506469727
1,1291,1,140.0,4.046428571428572,Action|Adventure,232,2,9.48554801940918
1,1298,1,23.0,3.760869565217391,Drama|Musical,232,2,4.11082649230957
1,1348,1,16.0,3.53125,Horror,232,1,-6.547783374786377
1,1473,1,1.0,4.0,Action|Comedy|Crime|Drama,232,4,1.0202206373214722
1,1500,1,59.0,3.610169491525424,Comedy|Crime|Romance,232,3,-0.6755411624908447
1,1517,1,100.0,3.535,Action|Adventure|Comedy,232,3,-13.914606094360352
1,1552,1,59.0,3.0338983050847457,Action|Adventure|Thriller,232,3,12.47758674621582
1,1573,1,77.0,3.3701298701298703,Action|Crime|Drama|Thriller,232,4,-8.403749465942383
1,1587,1,31.0,3.2580645161290325,Action|Adventure|Fantasy,232,3,3.7736976146698
1,1617,1,97.0,4.061855670103093,Crime|Film-Noir|Mystery|Thriller,232,4,-9.891685485839844
1,1620,1,13.0,3.1153846153846154,Crime|Drama|Mystery|Thriller,232,4,5.936544418334961
1,1625,1,77.0,3.7012987012987013,Drama|Mystery|Thriller,232,3,6.087857723236084
1,1732,1,106.0,3.9245283018867925,Comedy|Crime,232,2,-9.061397552490234
1,1777,1,56.0,3.419642857142857,Comedy|Romance,232,2,-4.785024166107178
1,1793,1,2.0,4.0,Comedy,232,1,1.463514804840088
1,1804,1,3.0,3.0,Crime|Drama,232,2,-13.071444511413574
1,1805,1,31.0,3.0161290322580645,Crime|Drama|Mystery|Thriller,232,4,-7.645941257476807
1,1920,1,18.0,2.8333333333333335,Animation|Children|Fantasy|War,232,4,-2.1143579483032227
1,1927,1,10.0,4.35,Action|Drama|War,232,3,5.716784477233887
1,1954,1,64.0,3.828125,Drama,232,1,2.6384332180023193
1,1967,1,42.0,3.8214285714285716,Adventure|Fantasy|Musical,232,3,-6.6017632484436035
1,2000,1,75.0,3.6733333333333333,Action|Comedy|Crime|Drama,232,4,-3.9321482181549072
1,2005,1,57.0,3.5701754385964914,Action|Adventure|Children|Comedy|Fantasy,232,5,6.081021308898926
1,2012,1,88.0,3.3693181818181817,Adventure|Comedy|Sci-Fi|Western,232,4,-3.5436882972717285
1,2018,1,38.0,3.3684210526315788,Animation|Children|Drama,232,3,-4.522562503814697
1,2028,1,188.0,4.1462765957446805,Action|Drama|War,232,3,-4.782678604125977
1,2033,1,8.0,3.75,Adventure|Animation|Children|Fantasy,232,4,14.286467552185059
1,2046,1,24.0,3.2083333333333335,Adventure|Children|Sci-Fi,232,3,4.1241936683654785
1,2048,1,8.0,3.5625,Action|Animation|Children|Crime,232,4,7.202613830566406
1,2054,1,68.0,2.7573529411764706,Adventure|Children|Comedy|Fantasy|Sci-Fi,232,5,-3.196688652038574
1,2058,1,30.0,3.35,Action|Crime|Drama|Mystery|Thriller,232,5,4.697202205657959
1,2078,1,53.0,3.830188679245283,Animation|Children|Comedy|Musical,232,4,-8.565163612365723
1,2090,1,13.0,3.1923076923076925,Adventure|Animation|Children|Crime|Drama,232,5,1.9300727844238281
1,2094,1,39.0,3.2564102564102564,Action|Adventure|Sci-Fi,232,3,11.391282081604004
1,2096,1,22.0,3.409090909090909,Animation|Children|Musical,232,3,1.6059150695800781
1,2099,1,6.0,3.4166666666666665,Adventure|Animation|Children|Musical,232,4,-2.2644927501678467
1,2105,1,50.0,3.34,Action|Adventure|Sci-Fi,232,3,6.413073539733887
1,2115,1,108.0,3.638888888888889,Action|Adventure|Fantasy,232,3,11.377710342407227
1,2116,1,15.0,3.1333333333333333,Adventure|Animation|Children|Fantasy,232,4,-2.8839809894561768
1,2137,1,21.0,3.5476190476190474,Animation|Children,232,2,-7.822412967681885
1,2139,1,21.0,3.4761904761904763,Adventure|Animation|Children|Drama,232,4,1.0514564514160156
1,2141,1,18.0,3.1666666666666665,Adventure|Animation|Children|Comedy,232,4,-1.9729609489440918
1,2143,1,13.0,3.076923076923077,Adventure|Fantasy|Romance,232,3,-10.506547927856445
1,2161,1,43.0,3.5813953488372094,Adventure|Children|Fantasy,232,3,2.3508083820343018
1,2174,1,91.0,3.4725274725274726,Comedy|Fantasy,232,2,-6.856759071350098
1,2193,1,40.0,3.3375,Action|Adventure|Fantasy,232,3,-2.125854253768921
1,2268,1,57.0,3.789473684210526,Crime|Drama|Thriller,232,3,0.5010558366775513
1,2273,1,42.0,3.261904761904762,Action|Comedy|Crime|Thriller,232,4,4.918271541595459
1,2291,1,80.0,3.7,Drama|Fantasy|Romance,232,3,-6.9726972579956055
1,2329,1,129.0,4.217054263565892,Crime|Drama,232,2,-1.0232977867126465
1,2353,1,67.0,3.4925373134328357,Action|Thriller,232,2,0.07036328315734863
1,2366,1,25.0,3.64,Action|Adventure|Fantasy|Horror,232,4,0.7468075752258301
1,2387,1,16.0,3.4375,Comedy|Crime,232,2,3.2475881576538086
1,2395,1,56.0,3.544642857142857,Comedy|Drama,232,2,-6.917162895202637
1,2406,1,54.0,3.4537037037037037,Action|Adventure|Comedy|Romance,232,4,-3.0613560676574707
1,2427,1,35.0,3.3,Action|Drama|War,232,3,0.11323285102844238
1,2450,1,16.0,2.15625,Adventure|Comedy|Sci-Fi,232,3,-8.672687530517578
1,2459,1,13.0,3.269230769230769,Horror,232,1,1.2258645296096802
1,2470,1,57.0,3.175438596491228,Adventure|Comedy,232,2,-4.556191444396973
1,2478,1,26.0,3.1346153846153846,Comedy|Western,232,2,2.090235710144043
1,2492,1,7.0,3.0,Comedy|Romance,232,2,3.8047800064086914
1,2502,1,94.0,4.090425531914893,Comedy|Crime,232,2,-7.672209739685059
1,2529,1,56.0,3.8035714285714284,Action|Drama|Sci-Fi,232,3,-6.928587913513184
1,2542,1,67.0,4.052238805970149,Comedy|Crime|Thriller,232,3,-1.360020399093628
1,2571,1,278.0,4.192446043165468,Action|Sci-Fi|Thriller,232,3,-8.521415710449219
1,2580,1,39.0,3.9615384615384617,Comedy|Crime,232,2,-3.3324007987976074
1,2596,1,12.0,3.7916666666666665,Comedy|Drama,232,2,-3.216798782348633
1,2616,1,26.0,2.8846153846153846,Action|Crime,232,2,-5.254719257354736
1,2628,1,140.0,3.107142857142857,Action|Adventure|Sci-Fi,232,3,-5.444342136383057
1,2640,1,61.0,3.6065573770491803,Action|Adventure|Sci-Fi,232,3,10.311027526855469
1,2641,1,49.0,3.020408163265306,Action|Sci-Fi,232,2,3.200890064239502
1,2644,1,9.0,3.3333333333333335,Horror,232,1,-1.0795106887817383
1,2648,1,11.0,3.909090909090909,Drama|Horror|Sci-Fi,232,3,-0.6693178415298462
1,2654,1,5.0,3.6,Drama|Fantasy|Horror,232,3,-0.25313615798950195
1,2692,1,75.0,4.0,Action|Crime,232,2,1.5308564901351929
1,2700,1,76.0,3.861842105263158,Animation|Comedy|Musical,232,3,-0.9051969051361084
1,2716,1,120.0,3.775,Action|Comedy|Sci-Fi,232,3,1.3227148056030273
1,2761,1,39.0,4.051282051282051,Adventure|Animation|Children|Drama|Sci-Fi,232,5,-6.844758033752441
1,2797,1,91.0,3.71978021978022,Comedy|Drama|Fantasy|Romance,232,4,-13.23151969909668
1,2826,1,26.0,2.9038461538461537,Action|Adventure|Fantasy,232,3,1.606485366821289
1,2858,1,204.0,4.056372549019608,Drama|Romance,232,2,-0.38221418857574463
1,2872,1,25.0,3.64,Adventure|Fantasy,232,2,2.7016448974609375
1,2899,1,3.0,3.0,Adventure|Animation|Children,232,3,0.9954812526702881
1,2916,1,88.0,3.653409090909091,Action|Adventure|Sci-Fi|Thriller,232,4,13.87981128692627
1,2944,1,32.0,3.96875,Action|Drama|War,232,3,2.118568181991577
1,2947,1,53.0,3.839622641509434,Action|Adventure|Thriller,232,3,6.415124893188477
1,2948,1,36.0,3.75,Action|Adventure|Thriller,232,3,-20.913005828857422
1,2949,1,33.0,3.712121212121212,Action|Adventure|Thriller,232,3,0.4792393445968628
1,2959,1,218.0,4.272935779816514,Action|Crime|Drama|Thriller,232,4,3.0731663703918457
1,2985,1,70.0,3.3714285714285714,Action|Crime|Drama|Sci-Fi|Thriller,232,5,-1.2934179306030273
1,2987,1,97.0,3.5721649484536084,Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery,232,7,3.131641387939453
1,2991,1,23.0,3.6956521739130435,Action|Adventure|Thriller,232,3,5.304293632507324
1,2993,1,24.0,3.4791666666666665,Action|Adventure|Thriller,232,3,-0.1569535732269287
1,2997,1,99.0,3.9545454545454546,Comedy|Drama|Fantasy,232,3,2.723177909851074
1,3033,1,59.0,3.483050847457627,Comedy|Sci-Fi,232,2,4.563963413238525
1,3034,1,36.0,3.513888888888889,Adventure|Animation|Children|Comedy|Musical,232,5,-1.7425446510314941
1,3052,1,79.0,3.6455696202531644,Adventure|Comedy|Fantasy,232,3,-17.868696212768555
1,3053,1,11.0,3.909090909090909,Drama|War,232,2,1.6561241149902344
1,3062,1,11.0,4.0,Action|Drama|War,232,3,8.43801498413086
1,3147,1,111.0,4.148648648648648,Crime|Drama,232,2,10.090019226074219
1,3168,1,29.0,3.603448275862069,Adventure|Drama,232,2,0.36277616024017334
1,3253,1,61.0,3.4754098360655736,Comedy,232,1,-0.7586550712585449
1,3273,1,29.0,2.6724137931034484,Comedy|Horror|Mystery|Thriller,232,4,-11.30953311920166
1,3386,1,31.0,3.5,Drama|Mystery|Thriller,232,3,0.2823657989501953
1,3439,1,13.0,2.6923076923076925,Action|Children|Fantasy,232,3,3.993572950363159
1,3440,1,14.0,2.0714285714285716,Action|Adventure|Children|Comedy|Fantasy,232,5,-0.992699921131134
1,3441,1,14.0,3.4285714285714284,Action|Drama|War,232,3,2.3597536087036133
1,3448,1,43.0,3.802325581395349,Comedy|Drama|War,232,3,2.4577317237854004
1,3450,1,29.0,3.293103448275862,Comedy,232,1,-12.683429718017578
1,3479,1,18.0,3.3333333333333335,Adventure|Fantasy|Romance,232,3,-0.3276689052581787
1,3489,1,53.0,3.358490566037736,Adventure|Comedy|Fantasy,232,3,3.2132482528686523
1,3527,1,61.0,3.581967213114754,Action|Sci-Fi|Thriller,232,3,-8.050048828125
1,3578,1,170.0,3.9382352941176473,Action|Adventure|Drama,232,3,-7.339244842529297
1,3617,1,41.0,3.0853658536585367,Comedy,232,1,3.9141314029693604
1,3639,1,18.0,3.5833333333333335,Action|Adventure|Thriller,232,3,1.2363665103912354
1,3671,1,62.0,3.935483870967742,Comedy|Western,232,2,1.1295197010040283
1,3702,1,38.0,3.486842105263158,Action|Adventure|Sci-Fi,232,3,-1.3196938037872314
1,3703,1,40.0,4.0375,Action|Adventure|Sci-Fi|Thriller,232,4,-3.7278058528900146
1,3729,1,3.0,4.0,Action|Crime|Drama|Thriller,232,4,0.9180538654327393
1,3740,1,28.0,3.857142857142857,Action|Adventure|Comedy|Fantasy,232,4,1.8213096857070923
1,3744,1,19.0,2.6578947368421053,Action|Crime|Thriller,232,3,-3.5368757247924805
1,3793,1,133.0,3.699248120300752,Action|Adventure|Sci-Fi,232,3,-4.391706943511963
1,3809,1,35.0,3.2714285714285714,Comedy,232,1,2.2558233737945557
1,4006,1,7.0,3.357142857142857,Adventure|Animation|Children|Sci-Fi,232,4,5.17215633392334
1,5060,1,46.0,3.9347826086956523,Comedy|Drama|War,232,3,-4.483856678009033
2,333,1,50.0,3.78,Comedy,29,1,6.1948347091674805
2,1704,1,141.0,4.078014184397163,Drama|Romance,29,2,4.22228479385376
2,3578,1,170.0,3.9382352941176473,Action|Adventure|Drama,29,3,-8.712068557739258
2,6874,1,131.0,3.9618320610687023,Action|Crime|Thriller,29,3,7.227656364440918
2,46970,1,28.0,3.25,Action|Comedy,29,2,0.9751410484313965
2,48516,1,107.0,4.252336448598131,Crime|Drama|Thriller,29,3,-8.556979179382324
2,58559,1,149.0,4.238255033557047,Action|Crime|Drama|IMAX,29,4,1.6026334762573242
2,60756,1,28.0,3.5535714285714284,Comedy,29,1,-9.217382431030273
2,68157,1,88.0,4.136363636363637,Action|Drama|War,29,3,-1.5786700248718262
2,74458,1,67.0,4.022388059701493,Drama|Mystery|Thriller,29,3,-2.3735508918762207
2,79132,1,143.0,4.066433566433567,Action|Crime|Drama|Mystery|Sci-Fi|Thriller|IMAX,29,7,-8.426804542541504
2,80489,1,22.0,3.9545454545454546,Crime|Drama|Thriller,29,3,-3.759403705596924
2,80906,1,12.0,4.291666666666667,Documentary,29,1,-0.8460402488708496
2,86345,1,9.0,4.055555555555555,Comedy,29,1,3.2907962799072266
2,89774,1,11.0,3.727272727272727,Drama,29,1,-5.1307878494262695
2,106782,1,54.0,3.9166666666666665,Comedy|Crime|Drama,29,3,-4.10369873046875
2,112552,1,38.0,4.0394736842105265,Drama,29,1,1.9416191577911377
2,122882,1,47.0,3.8191489361702127,Action|Adventure|Sci-Fi|Thriller,29,4,6.253663063049316
2,131724,1,1.0,5.0,Documentary,29,1,-2.425407886505127
3,849,1,44.0,2.9204545454545454,Action|Adventure|Sci-Fi|Thriller,39,4,-8.934311866760254
3,1587,1,31.0,3.2580645161290325,Action|Adventure|Fantasy,39,3,2.162059783935547
3,2288,1,45.0,3.933333333333333,Action|Horror|Sci-Fi|Thriller,39,4,-4.3446221351623535
3,2851,1,4.0,3.25,Adventure|Sci-Fi|Thriller,39,3,5.247725009918213
3,3024,1,7.0,2.642857142857143,Horror|Sci-Fi,39,2,4.376881122589111
3,3703,1,40.0,4.0375,Action|Adventure|Sci-Fi|Thriller,39,4,0.48830604553222656
3,4518,1,4.0,3.75,Comedy|Horror,39,2,1.1409201622009277
3,5181,1,2.0,4.5,Action|Sci-Fi|Thriller,39,3,1.7667216062545776
3,5746,1,1.0,5.0,Action|Horror|Mystery|Sci-Fi,39,4,0.7322998046875
3,5764,1,1.0,4.5,Drama|Horror|Sci-Fi|Thriller,39,4,2.8868892192840576
3,5919,1,2.0,4.5,Sci-Fi,39,1,-4.274804592132568
3,6835,1,1.0,5.0,Action|Horror|Sci-Fi,39,3,3.4842729568481445
3,7899,1,1.0,4.5,Action,39,1,0.43310174345970154
3,7991,1,3.0,3.6666666666666665,Action|Sci-Fi,39,2,2.4006123542785645
3,26409,1,2.0,2.75,Horror|Sci-Fi,39,2,-11.287714958190918
3,70946,1,3.0,3.5,Fantasy|Horror,39,2,2.8006672859191895
4,106,1,1.0,4.0,Comedy|Drama,216,2,5.8337554931640625
4,125,1,12.0,3.5833333333333335,Comedy,216,1,-0.9036831855773926
4,162,1,17.0,4.205882352941177,Documentary,216,1,7.538900375366211
4,176,1,13.0,4.3076923076923075,Comedy,216,1,15.15250015258789
4,215,1,24.0,4.041666666666667,Drama|Romance,216,2,6.494866371154785
4,232,1,14.0,3.892857142857143,Comedy|Drama|Romance,216,3,-8.026484489440918
4,260,1,251.0,4.231075697211155,Action|Adventure|Sci-Fi,216,3,-2.1789166927337646
4,265,1,33.0,3.9393939393939394,Drama|Fantasy|Romance,216,3,7.762054443359375
4,319,1,20.0,3.6,Comedy|Drama|Thriller,216,3,-15.044510841369629
4,342,1,33.0,3.272727272727273,Comedy,216,1,3.988344669342041
4,345,1,36.0,3.5972222222222223,Comedy|Drama,216,2,1.124366283416748
4,348,1,30.0,3.5833333333333335,Comedy,216,1,-0.47214365005493164
4,368,1,74.0,3.5,Adventure|Comedy|Western,216,3,-7.755324363708496
4,457,1,190.0,3.9921052631578946,Thriller,216,1,2.3907227516174316
4,475,1,25.0,4.3,Drama,216,1,-3.171382188796997
4,492,1,14.0,3.75,Comedy|Mystery,216,2,0.03621697425842285
4,538,1,12.0,3.5833333333333335,Drama,216,1,-1.9890176057815552
4,588,1,183.0,3.7923497267759565,Adventure|Animation|Children|Comedy|Musical,216,5,7.467959403991699
4,593,1,279.0,4.161290322580645,Crime|Horror|Thriller,216,3,5.320554733276367
4,608,1,181.0,4.116022099447513,Comedy|Crime|Drama|Thriller,216,4,4.866093635559082
4,708,1,58.0,3.3879310344827585,Comedy|Romance,216,2,-1.967832088470459
4,800,1,19.0,4.157894736842105,Drama|Mystery|Western,216,3,2.4945578575134277
4,892,1,13.0,3.5384615384615383,Comedy|Drama|Romance,216,3,-3.229222059249878
4,898,1,29.0,4.310344827586207,Comedy|Drama|Romance,216,3,-1.7507641315460205
4,899,1,47.0,4.074468085106383,Comedy|Musical|Romance,216,3,-4.686113357543945
4,902,1,36.0,3.8472222222222223,Drama|Romance,216,2,-0.3933073878288269
4,904,1,84.0,4.261904761904762,Mystery|Thriller,216,2,5.169025421142578
4,908,1,57.0,4.184210526315789,Action|Adventure|Mystery|Romance|Thriller,216,5,1.7753612995147705
4,910,1,50.0,4.01,Comedy|Crime,216,2,-6.543106555938721
4,912,1,100.0,4.24,Drama|Romance,216,2,7.3972883224487305
4,914,1,35.0,4.042857142857143,Comedy|Drama|Musical|Romance,216,4,-12.275270462036133
4,919,1,92.0,3.880434782608696,Adventure|Children|Fantasy|Musical,216,4,0.9890823364257812
4,920,1,45.0,3.6444444444444444,Drama|Romance|War,216,3,0.6110844016075134
4,930,1,20.0,4.25,Film-Noir|Romance|Thriller,216,3,-3.600827217102051
4,1025,1,25.0,3.58,Animation|Children|Fantasy|Musical,216,4,1.571686029434204
4,1046,1,4.0,4.5,Drama|Romance,216,2,-2.260295867919922
4,1073,1,119.0,3.8739495798319328,Children|Comedy|Fantasy|Musical,216,4,14.263655662536621
4,1077,1,28.0,3.75,Comedy|Sci-Fi,216,2,1.5423197746276855
4,1080,1,89.0,3.9269662921348316,Comedy,216,1,14.718324661254883
4,1084,1,35.0,4.071428571428571,Crime|Drama,216,2,8.478593826293945
4,1086,1,25.0,4.1,Crime|Mystery|Thriller,216,3,-3.6674892902374268
4,1103,1,15.0,4.1,Drama,216,1,-0.733978271484375
4,1136,1,136.0,4.161764705882353,Adventure|Comedy|Fantasy,216,3,-3.57968807220459
4,1179,1,27.0,3.6296296296296298,Crime|Drama|Film-Noir,216,3,8.203807830810547
4,1188,1,22.0,3.659090909090909,Comedy|Romance,216,2,-1.4454331398010254
4,1196,1,211.0,4.2156398104265405,Action|Adventure|Sci-Fi,216,3,0.8032565116882324
4,1197,1,142.0,4.232394366197183,Action|Adventure|Comedy|Fantasy|Romance,216,5,3.6698999404907227
4,1203,1,57.0,4.149122807017544,Drama,216,1,-8.198079109191895
4,1213,1,126.0,4.25,Crime|Drama,216,2,-3.1097240447998047
4,1219,1,83.0,4.036144578313253,Crime|Horror,216,2,-7.944333553314209
4,1225,1,76.0,4.184210526315789,Drama,216,1,3.0650973320007324
4,1250,1,45.0,4.122222222222222,Adventure|Drama|War,216,3,-1.9098726511001587
4,1259,1,91.0,4.0054945054945055,Adventure|Drama,216,2,2.6886723041534424
4,1265,1,143.0,3.944055944055944,Comedy|Fantasy|Romance,216,3,3.185361385345459
4,1266,1,45.0,4.111111111111111,Drama|Western,216,2,-1.3647476434707642
4,1282,1,53.0,3.7830188679245285,Animation|Children|Fantasy|Musical,216,4,-9.738688468933105
4,1283,1,19.0,4.2105263157894735,Drama|Western,216,2,-3.0579755306243896
4,1288,1,66.0,4.015151515151516,Comedy,216,1,-0.9085583686828613
4,1291,1,140.0,4.046428571428572,Action|Adventure,216,2,21.900230407714844
4,1449,1,24.0,3.875,Comedy,216,1,0.4839543104171753
4,1466,1,52.0,3.7403846153846154,Crime|Drama,216,2,4.322469234466553
4,1500,1,59.0,3.610169491525424,Comedy|Crime|Romance,216,3,-2.1621463298797607
4,1517,1,100.0,3.535,Action|Adventure|Comedy,216,3,9.045940399169922
4,1641,1,56.0,3.7589285714285716,Comedy|Drama,216,2,0.5935099124908447
4,1719,1,16.0,4.25,Drama,216,1,14.056922912597656
4,1732,1,106.0,3.9245283018867925,Comedy|Crime,216,2,-1.5585055351257324
4,1733,1,4.0,4.5,Drama|Romance,216,2,0.839165210723877
4,1834,1,11.0,4.0,Crime|Drama|Mystery|Thriller,216,4,-1.9600083827972412
4,1883,1,24.0,3.2708333333333335,Comedy|Drama|Romance,216,3,6.732888221740723
4,1895,1,15.0,3.3333333333333335,Comedy|Drama|Romance,216,3,10.055055618286133
4,1914,1,9.0,3.388888888888889,Comedy|Drama,216,2,-2.9916558265686035
4,1947,1,34.0,3.6029411764705883,Drama|Musical|Romance,216,3,-3.769827127456665
4,1967,1,42.0,3.8214285714285716,Adventure|Fantasy|Musical,216,3,1.4270105361938477
4,1968,1,113.0,3.7787610619469025,Comedy|Drama,216,2,4.933475971221924
4,2076,1,46.0,3.9456521739130435,Drama|Mystery|Thriller,216,3,-9.132816314697266
4,2078,1,53.0,3.830188679245283,Animation|Children|Comedy|Musical,216,4,3.670926570892334
4,2109,1,27.0,3.3703703703703702,Comedy,216,1,8.667853355407715
4,2150,1,28.0,3.892857142857143,Adventure|Comedy,216,2,3.640387535095215
4,2174,1,91.0,3.4725274725274726,Comedy|Fantasy,216,2,-4.600825309753418
4,2186,1,25.0,3.98,Crime|Drama|Film-Noir|Thriller,216,4,-3.815755844116211
4,2203,1,7.0,4.142857142857143,Crime|Drama|Thriller,216,3,1.5325353145599365
4,2204,1,4.0,3.875,Mystery|Thriller,216,2,4.053301811218262
4,2351,1,7.0,4.285714285714286,Drama,216,1,-6.767014026641846
